"","name","inDegree1.x","outDegree1.x","TotalDegree.x","betweenness1.x","inCloseness1.x","outCloseness1.x","County","Orgtype","address","lon","lat","inDegree1.y","outDegree1.y","TotalDegree.y","betweenness1.y","inCloseness1.y","outCloseness1.y","inDegreeR","outDegreeR","TotalDegreeR","betweennessR","inClosenessR","outClosenessR","inDegreeM","outDegreeM","TotalDegreeM","betweennessM","inClosenessM","outClosenessM","inDegreeE","outDegreeE","TotalDegreeE","betweennessE","inClosenessE","outClosenessE"
"20","Amarillo College",1,0,1,0,0.00126262224695873,0.00125786163522013,"Potter","University","Amarillo, TX",-101.8312969,35.2219971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","Amarillo Estate Planning Council",1,0,1,0,0.00126262224695873,0.00125786163522013,"Potter","NGO","Amarillo, TX",-101.8312969,35.2219971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","American Alliance of Museums",2,0,2,0,0.00126421847733323,0.00125786163522013,"Arlington","NGO","Arlington, VA",-77.1067698,38.8799697,2,0,2,0,0.00126421847733323,0.00125786163522013,2,0,2,0,0.00269541778975741,0.00268096514745308,1,0,1,0,0.00199202398349353,0.00198412698412698,1,0,1,0,0.00421940928270042,0.00420168067226891
"23","American Bird Conservancy",2,0,2,0,0.00145665354944642,0.00125786163522013,"Fauquier","NGO","The Plains, VA",-77.7738827,38.8620578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","American Cancer Society",1,0,1,0,0.00125944584382872,0.00125786163522013,"Dallas","NGO","Coppell, TX",-97.0150078,32.9545687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","American Council for an Energy-Efficient Economy",1,0,1,0,0.00145617802785078,0.00125786163522013,"DC","NGO","Washington, DC",-77.0368707,38.9071923,1,0,1,0,0.00145617802785078,0.00125786163522013,1,0,1,0,0.00304376641547412,0.00268096514745308,1,0,1,0,0.00223389750718356,0.00198412698412698,1,0,1,0,0.00438312589003347,0.00420168067226891
"26","American Donkey and Mule Society",1,0,1,0,0.00126103204514304,0.00125786163522013,"Denton","Private","Lewisville, TX",-96.994174,33.046233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","American Farm Bureau Federation",1,0,1,0,0.00125944584382872,0.00125786163522013,"District of Columbia","NGO","Washington, DC",-77.0368707,38.9071923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","American Federation of Labor and Congress of Industrial Organizations",1,0,1,0,0.00145641842130847,0.00125786163522013,"Travis","NGO","Austin, TX",-97.7430608,30.267153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","American Forage and Grassland Council",1,0,1,0,0.00125944584382872,0.00125786163522013,"Madison","NGO","Berea, KY",-84.2963223,37.568694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","American Heart Association",2,10,12,0.00094038561127796,0.00145282083279203,0.00253194427171525,"Travis","NGO","Austin, TX",-97.7430608,30.267153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","American Institute of Architects",2,0,2,0,0.00145733531560303,0.00125786163522013,"DC","NGO","Washington, DC",-77.0368707,38.9071923,2,0,2,0,0.00145733531560303,0.00125786163522013,1,0,1,0,0.00268817204301075,0.00268096514745308,1,0,1,0,0.00198807157057654,0.00198412698412698,1,0,1,0,0.00421940928270042,0.00420168067226891
"32","American Institute of Architects, Austin Chapter",1,0,1,0,0.00145676312371111,0.00125786163522013,"Travis","NGO","Austin, TX",-97.7430608,30.267153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","American Institute of Architects, Houston Chapter",0,3,3,0,0.00125786163522013,0.00126262626262626,"Harris","NGO","Houston, TX",-95.3698028,29.7604267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","American Institute of Certified Planners",1,0,1,0,0.00145731124240372,0.00125786163522013,"Cook","NGO","Chicago, IL",-87.6297982,41.8781136,1,0,1,0,0.00145731124240372,0.00125786163522013,1,0,1,0,0.00269539825958424,0.00268096514745308,1,0,1,0,0.00199202398349353,0.00198412698412698,1,0,1,0,0.00421940928270042,0.00420168067226891
"35","American Membrane Technology Association",1,0,1,0,0.00125944584382872,0.00125786163522013,"Martin","NGO","Stuart, FL",-80.2528257,27.197548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","American Planning Association, Texas Chapter",1,9,10,0.000956628263891756,0.00145548133537663,0.0012902995152439,"Dallas","NGO","Dallas, TX",-96.7969879,32.7766642,1,9,10,0.000956628263891756,0.00145548133537663,0.0012902995152439,1,4,5,2.17372402399791e-05,0.00268817204301075,0.002710027100271,1,4,5,1.18809058002582e-05,0.00198807157057654,0.00200801609606541,0,3,3,0,0.00420168067226891,0.00425531914893617
"37","American Poultry Association",1,0,1,0,0.00126103204514304,0.00125786163522013,"Scioto","Private","Lucasville, OH",-82.9968419,38.879518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","American Public Gardens Association",1,9,10,0.000652751881227745,0.00125944584382872,0.00258297061138979,"Chester","NGO","Kennett Square, PA",-75.7116032,39.8467767,1,9,10,0.000652751881227745,0.00125944584382872,0.00258297061138979,0,6,6,0,0.00268096514745308,0.00380088278567925,0,3,3,0,0.00198412698412698,0.00199600798403194,0,1,1,0,0.00420168067226891,0.00421940928270042
"39","American Sheep Industry",1,0,1,0,0.00125944584382872,0.00125786163522013,"Tom Green","NGO","San Angelo, TX",-100.4370375,31.4637723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","American Society of Heating, Refrigerating and Air-Conditioning Engineers, Inc.",1,0,1,0,0.00125944584382872,0.00125786163522013,"Gwinnett","NGO","Peachtree Corners, GA",-84.2214706,33.9698809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","American Society of Landscape Architects",1,0,1,0,0.00145731124240372,0.00125786163522013,"DC","NGO","Washington, DC",-77.0368707,38.9071923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","American Water Works Association",2,0,2,0,0.00146115427507241,0.00125786163522013,"Denver","NGO","Denver, CO",-104.990251,39.7392358,2,0,2,0,0.00146115427507241,0.00125786163522013,1,0,1,0,0.00268817204301075,0.00268096514745308,1,0,1,0,0.00198807157057654,0.00198412698412698,1,0,1,0,0.00421940928270042,0.00420168067226891
"43","American Youthworks Texas Conservation Corps",2,0,2,0,0.00145648788308475,0.00125786163522013,"Travis","NGO","Austin, TX",-97.7430608,30.267153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Americares",1,0,1,0,0.00125944584382872,0.00125786163522013,"Fairfield","NGO","Stamford, CT",-73.5387341,41.0534302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","AmeriCorps",1,0,1,0,0.00125944584382872,0.00125786163522013,"DC","NGO","Washington, DC",-77.0368707,38.9071923,1,0,1,0,0.00125944584382872,0.00125786163522013,1,0,1,0,0.00268817204301075,0.00268096514745308,1,0,1,0,0.00198807157057654,0.00198412698412698,1,0,1,0,0.00421940928270042,0.00420168067226891
"46","AmeriCorps VISTA grantees",1,0,1,0,0.00125944584382872,0.00125786163522013,"DC","NGO","Washington, DC",-77.0368707,38.9071923,1,0,1,0,0.00125944584382872,0.00125786163522013,1,0,1,0,0.00268817204301075,0.00268096514745308,1,0,1,0,0.00198807157057654,0.00198412698412698,1,0,1,0,0.00421940928270042,0.00420168067226891
"47","Animal World Zoo",1,0,1,0,0.00126103204514304,0.00125786163522013,"Comal","NGO","New Braunfels, TX",-98.1244531,29.7030024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","Any Baby Can",1,0,1,0,0.001457664395721,0.00125786163522013,"Travis","NGO","Austin, TX",-97.7430608,30.267153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","Aransas Bird and Nature Club",1,0,1,0,0.00125944584382872,0.00125786163522013,"Aransas","NGO","Rockport, TX",-97.0544341,28.0205733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","Aransas County",1,0,1,0,0.00125944584382872,0.00125786163522013,"Aransas","Municipal/County","Rockport, TX",-97.0544341,28.0205733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","Arbor Day Foundation",1,0,1,0,0.00145496658524473,0.00125786163522013,"Lancaster","NGO","Lincoln, NE",-96.7025955,40.813616,1,0,1,0,0.00145496658524473,0.00125786163522013,1,0,1,0,0.00268817204301075,0.00268096514745308,1,0,1,0,0.00198807157057654,0.00198412698412698,1,0,1,0,0.00425508994936982,0.00420168067226891
"52","Area Agency on Aging",1,0,1,0,0.00145731124240372,0.00125786163522013,"Travis","Municipal/County","Austin, TX",-97.7430608,30.267153,1,0,1,0,0.00145731124240372,0.00125786163522013,1,0,1,0,0.00269539825958424,0.00268096514745308,1,0,1,0,0.00199202398349353,0.00198412698412698,1,0,1,0,0.00421940928270042,0.00420168067226891
"53","Arlington Conservation Council",1,0,1,0,0.00125944584382872,0.00125786163522013,"Tarrant","NGO","Arlington, TX",-97.1080656,32.735687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","Arlington Independent School District",1,0,1,0,0.00125944584382872,0.00125786163522013,"Tarrant","NGO","Arlington, TX",-97.1080656,32.735687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","Arlington Parks and Recreation Department",1,0,1,0,0.00125944584382872,0.00125786163522013,"Tarrant","Municipal/County","Arlington, TX",-97.1080656,32.735687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","Armand Bayou Nature Center",1,8,9,0.000995138431649973,0.00145658941606174,0.00127064803049555,"Harris","NGO","Pasadena, TX",-95.2091006,29.6910625,1,8,9,0.000995138431649973,0.00145658941606174,0.00127064803049555,0,5,5,0,0.00268096514745308,0.00271739130434783,0,5,5,0,0.00198412698412698,0.00200400801603206,0,4,4,0,0.00420168067226891,0.00427350427350427
"57","Art and Environmental Architecture, Inc.",0,1,1,0,0.00125786163522013,0.00125944584382872,"Harris","NGO","Houston, TX",-95.3698028,29.7604267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","Assistance League of Austin",1,0,1,0,0.00126103204514304,0.00125786163522013,"Travis","NGO","Austin, TX",-97.7430608,30.267153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","Associated Plumbing-Heating-Cooling Contractors of Texas",1,0,1,0,0.00145617802785078,0.00125786163522013,"Hayes","NGO","Buda, TX",-97.8428927,30.0817231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","Association of Nature Center Administrators",1,0,1,0,0.00125944584382872,0.00125786163522013,"Cache","NGO","Logan, UT",-111.8338359,41.7369803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","Association of Rural Communities in Texas",2,7,9,0.00100348028456382,0.00145599911979902,0.00126903553299492,"Travis","NGO","Austin, TX",-97.7430608,30.267153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","Audubon Texas",8,0,8,0,0.00145906799734648,0.00125786163522013,"Travis","NGO","Austin, TX",-97.7430608,30.267153,8,0,8,0,0.00145906799734648,0.00125786163522013,1,0,1,0,0.00268817204301075,0.00268096514745308,2,0,2,0,0.00199203187250996,0.00198412698412698,1,0,1,0,0.00421940928270042,0.00420168067226891
"63","AURA",3,0,3,0,0.00126262626262626,0.00125786163522013,"Travis","NGO","Austin, TX",-97.7430608,30.267153,3,0,3,0,0.00126262626262626,0.00125786163522013,2,0,2,0,0.00269541778975741,0.00268096514745308,1,0,1,0,0.00198807157057654,0.00198412698412698,1,0,1,0,0.00421940928270042,0.00420168067226891
"64","Austin Animal Services",1,0,1,0,0.00126103204514304,0.00125786163522013,"Travis","Municipal/County","Austin, TX",-97.7430608,30.267153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","Austin College",1,0,1,0,0.00145637300757534,0.00125786163522013,"Grayson","University","Sherman, TX",-96.6088805,33.6356618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","Austin Creative Reuse",1,9,10,2.22348572680984e-05,0.00125944584382872,0.00128533039790203,"Travis","NGO","Austin, TX",-97.7430608,30.267153,1,9,10,2.22348572680984e-05,0.00125944584382872,0.00128533039790203,1,0,1,0,0.00268817204301075,0.00268096514745308,1,5,6,3.9603019334194e-05,0.00198807157057654,0.00203659390803341,1,0,1,0,0.00421940928270042,0.00420168067226891
"67","Austin Free Net",1,0,1,0,0.00145517190821787,0.00125786163522013,"Travis","NGO","Austin, TX",-97.7430608,30.267153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","Austin History Center",1,0,1,0,0.00145676312371111,0.00125786163522013,"Travis","NGO","Austin, TX",-97.7430608,30.267153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","Austin Independent School District",5,0,5,0,0.00146873843877174,0.00125786163522013,"Travis","NGO","Austin, TX",-97.7430608,30.267153,5,0,5,0,0.00146873843877174,0.00125786163522013,2,0,2,0,0.00270268306681875,0.00268096514745308,2,0,2,0,0.00202415301470026,0.00198412698412698,3,0,3,0,0.00438482886216466,0.00420168067226891
"70","Austin Monitor",1,0,1,0,0.00145823461782866,0.00125786163522013,"Travis","Private","Austin, TX",-97.7430608,30.267153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","Austin Neighborhood Alliance",1,0,1,0,0.00145657071155497,0.00125786163522013,"Travis","NGO","Austin, TX",-97.7430608,30.267153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","Austin Neighborhoods Council",1,0,1,0,0.00125944584382872,0.00125786163522013,"Travis","NGO","Austin, TX",-97.7430608,30.267153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","Austin Outside",3,0,3,0,0.00145693687279693,0.00125786163522013,"Travis","NGO","Austin, TX",-97.7430608,30.267153,3,0,3,0,0.00145693687279693,0.00125786163522013,1,0,1,0,0.00304366680030437,0.00268096514745308,3,0,3,0,0.00224074412305828,0.00198412698412698,1,0,1,0,0.00423721237909642,0.00420168067226891
"74","Austin Parks Foundation",4,0,4,0,0.0014590036511842,0.00125786163522013,"Travis","NGO","Austin, TX",-97.7430608,30.267153,4,0,4,0,0.0014590036511842,0.00125786163522013,1,0,1,0,0.00268817204301075,0.00268096514745308,1,0,1,0,0.00224022518048733,0.00198412698412698,1,0,1,0,0.00434694888208213,0.00420168067226891
"75","Austin Public Health",2,0,2,0,0.00145465204686398,0.00125786163522013,"Travis","Municipal/County","Austin, TX",-97.7430608,30.267153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","Austin Resource Recovery",2,0,2,0,0.00146044206882471,0.00125786163522013,"Travis","NGO","Austin, TX",-97.7430608,30.267153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","Austin Zoo",1,10,11,1.42938368152061e-05,0.00125944584382872,0.00127876619998679,"Travis","NGO","Austin, TX",-97.7430608,30.267153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","Autism Center",1,0,1,0,0.00125944584382872,0.00125786163522013,"Travis","NGO","Austin, TX",-97.7430608,30.267153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","AVANCE",1,0,1,0,0.001457664395721,0.00125786163522013,"Travis","NGO","Austin, TX",-97.7430608,30.267153,1,0,1,0,0.001457664395721,0.00125786163522013,1,0,1,0,0.00268817204301075,0.00268096514745308,1,0,1,0,0.00201595934415191,0.00198412698412698,1,0,1,0,0.00430932596323436,0.00420168067226891
"80","B.R.I. Recycling",1,0,1,0,0.00125944584382872,0.00125786163522013,"Tom Green","Private","San Angelo, TX",-100.4370375,31.4637723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","BakerRipley Community Center",1,0,1,0,0.00125944584382872,0.00125786163522013,"Harris","NGO","Houston, TX",-95.3698028,29.7604267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","Balcones Canyonlands National Wildlife Refuge",2,5,7,0.000427525633992166,0.00126103404791929,0.00257175987406798,"Travis","Federal Agency","Austin, TX",-97.7430608,30.267153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Balcones Canyonlands Preserve",1,0,1,0,0.00126262224695873,0.00125786163522013,"Burnet","NGO","Marble Falls, TX",-98.2729184,30.5782297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Bandera Canyonlands",1,0,1,0,0.00125944584382872,0.00125786163522013,"Bandera","NGO","Vanderpool, TX",-99.5550504,29.7452234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Bandera County River Authority and Groundwater District",1,10,11,1.65437926101922e-05,0.00125944584382872,0.0025852076631546,"Bandera","Municipal/County","Bandera, TX",-99.0736462,29.7266131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Baptist Community Services",1,0,1,0,0.00126262224695873,0.00125786163522013,"Potter","NGO","Amarillo, TX",-101.8312969,35.2219971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Barton Springs Edwards Aquifer Conservation District",1,5,6,0.000230069009232407,0.00145424974266739,0.00252984677540122,"Travis","Municipal/County","Austin, TX",-97.7430608,30.267153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
